Date,NetPnL,TradesOpened
2022-06-02,1146.11,12
2022-06-03,842.52,6
2022-06-04,35.36,1
2022-06-05,-120.21,4
2022-06-06,-611.27,24
2022-06-07,-44.58,6
2022-06-08,376.18,11
2022-06-09,-3702.97,14
2022-06-10,2411.96,10
2022-06-11,2046.24,2
2022-06-12,-47.45,4
2022-06-13,4180.68,20
2022-06-14,524.02,13
2022-06-15,-1055.70,9
2022-06-16,1406.06,13
2022-06-17,-699.22,13
2022-06-18,21.49,2
2022-06-20,215.66,16
2022-06-21,6.76,20
2022-06-22,-1800.49,10
2022-06-23,-1682.30,16
2022-06-24,457.71,12
2022-06-25,-1581.81,3
2022-06-27,-3676.07,21
2022-06-28,152.16,6
2022-06-29,682.10,5
2022-06-30,1002.94,8
2022-07-01,2669.57,20
2022-07-02,-554.83,4
2022-07-03,117.09,1
2022-07-04,1263.96,10
2022-07-05,2977.31,17
2022-07-06,736.92,11
2022-07-07,817.57,12
2022-07-08,-1722.91,19
2022-07-09,-32.42,4
2022-07-11,374.10,13
2022-07-12,113.30,11
2022-07-13,-950.25,12
2022-07-14,-817.34,13
2022-07-15,1644.67,6
2022-07-18,1695.10,22
2022-07-19,453.90,17
2022-07-20,-940.82,10
2022-07-21,-4167.37,18
2022-07-22,-505.27,10
2022-07-23,600.67,1
2022-07-25,1963.07,11
2022-07-26,-674.46,7
2022-07-27,1818.61,6
2022-07-28,-776.92,12
2022-07-29,300.23,6
2022-07-30,2733.01,2
2022-07-31,-145.80,1
2022-08-01,-251.66,12
2022-08-02,-770.02,14
2022-08-03,-1271.34,10
2022-08-04,-1403.75,14
2022-08-05,-431.58,8
2022-08-06,69.08,1
2022-08-07,737.56,2
2022-08-08,3744.35,13
2022-08-09,-808.17,14
2022-08-10,6209.45,14
2022-08-11,1687.69,18
2022-08-12,-1548.35,12
2022-08-13,362.15,1
2022-08-14,-1422.66,4
2022-08-15,2660.23,14
2022-08-16,4379.46,14
2022-08-17,5370.76,15
2022-08-18,-131.24,6
2022-08-19,-491.90,5
2022-08-22,1052.65,19
2022-08-23,-1771.47,11
2022-08-24,-2682.29,11
2022-08-25,-949.52,12
2022-08-26,2279.77,6
2022-08-27,170.18,2
2022-08-28,-619.42,1
2022-08-29,-165.79,3
2022-08-30,-2339.78,15
2022-08-31,1417.78,20
2022-09-01,-1239.32,15
2022-09-02,4257.86,10
2022-09-03,-218.31,2
2022-09-04,-813.46,1
2022-09-05,-456.53,10
2022-09-06,1007.57,14
2022-09-07,-1860.63,12
2022-09-08,-806.03,12
2022-09-09,-5024.21,20
2022-09-10,-449.83,4
2022-09-11,258.82,1
2022-09-12,1279.25,20
2022-09-13,-2733.23,11
2022-09-14,1230.47,6
2022-09-15,-338.33,16
2022-09-16,-619.56,22
2022-09-19,877.42,19
2022-09-20,613.23,10
2022-09-21,-211.06,1
2022-09-22,1954.37,23
2022-09-23,2557.68,17
2022-09-24,20.55,1
2022-09-25,-303.67,4
2022-09-26,-134.09,16
2022-09-27,-17.72,5
2022-09-28,612.55,4
2022-09-29,-1999.48,9
2022-09-30,-6650.38,17
2022-10-04,1952.02,10
2022-10-05,2882.31,15
2022-10-06,1861.85,14
2022-10-07,-1010.08,6
2022-10-10,-1140.02,18
2022-10-11,2014.86,7
2022-10-12,-384.38,9
2022-10-13,-3529.27,15
2022-10-14,-578.09,15
2022-10-15,83.17,1
2022-10-16,-46.09,1
2022-10-17,3007.39,7
2022-10-18,-2329.24,15
2022-10-19,641.92,7
2022-10-20,143.03,7
2022-10-21,2143.94,19
2022-10-23,423.21,1
2022-10-24,574.40,14
2022-10-25,-277.79,12
2022-10-26,-4078.05,24
2022-10-27,-361.39,8
2022-10-28,2407.78,23
2022-10-29,207.75,2
2022-10-31,2493.35,15
2022-11-01,1928.06,9
2022-11-02,983.40,12
2022-11-03,3988.03,21
2022-11-04,-374.22,11
2022-11-06,-620.03,2
2022-11-07,-3406.51,22
2022-11-08,998.70,14
2022-11-09,-1895.07,15
2022-11-10,-600.37,22
2022-11-11,2345.04,13
2022-11-13,40.32,1
2022-11-14,762.40,23
2022-11-15,-855.52,24
2022-11-16,1588.41,16
2022-11-17,-2317.03,11
2022-11-18,-963.25,16
2022-11-20,545.81,2
2022-11-21,2031.82,13
2022-11-22,-61.11,11
2022-11-23,-1067.20,19
2022-11-24,-139.90,14
2022-11-25,2209.62,16
2022-11-27,388.69,1
2022-11-28,4675.34,12
2022-11-29,-780.70,16
2022-11-30,1052.41,10
2022-12-01,-358.42,14
2022-12-02,2854.18,19
2022-12-05,-1192.82,18
2022-12-06,-491.08,10
2022-12-07,357.55,12
2022-12-08,-1087.07,8
2022-12-09,-4092.45,18
2022-12-12,-839.91,15
2022-12-13,-512.35,10
2022-12-14,1693.90,9
2022-12-15,1920.44,14
2022-12-16,-1971.20,20
2022-12-19,-1166.00,17
2022-12-20,-1534.19,9
2022-12-21,864.69,16
2022-12-22,-1327.04,11
2022-12-23,-151.64,15
2022-12-25,-32.31,2
2022-12-26,-410.85,6
2022-12-27,406.93,4
2022-12-28,1671.12,10
2022-12-29,-391.15,11
2022-12-30,-727.95,20
2023-01-02,-81.08,4
2023-01-03,-19.12,16
2023-01-04,741.75,22
2023-01-05,344.38,12
2023-01-06,1504.24,11
2023-01-09,177.00,13
2023-01-10,765.58,10
2023-01-11,3668.75,15
2023-01-12,-939.70,7
2023-01-13,-2479.74,18
2023-01-14,-1459.92,2
2023-01-15,169.49,2
2023-01-16,-694.72,16
2023-01-17,1048.27,9
2023-01-18,996.32,21
2023-01-19,240.78,12
2023-01-20,-1630.20,15
2023-01-22,289.39,1
2023-01-23,-1391.37,9
2023-01-24,-260.81,13
2023-01-25,2402.01,13
2023-01-26,523.15,9
2023-01-27,22.07,5
2023-01-29,-1392.41,2
2023-01-30,-1479.11,15
2023-01-31,-311.24,15
2023-02-01,1951.43,13
2023-02-02,-30.47,13
2023-02-03,-924.88,19
2023-02-06,244.22,10
2023-02-07,1892.98,12
2023-02-08,-1146.72,18
2023-02-09,1517.25,13
2023-02-10,-4676.57,22
2023-02-11,105.81,1
2023-02-13,190.97,14
2023-02-14,3290.99,15
2023-02-15,624.70,13
2023-02-16,-44.27,6
2023-02-17,-519.92,18
2023-02-18,-148.71,2
2023-02-19,154.16,4
2023-02-20,-1558.11,18
2023-02-21,-2168.08,19
2023-02-22,-870.15,12
2023-02-23,-522.54,9
2023-02-24,3273.44,15
2023-02-25,789.35,4
2023-02-27,102.30,10
2023-02-28,-2019.12,23
2023-03-01,2415.79,16
2023-03-02,-647.05,12
2023-03-03,528.95,5
2023-03-05,177.14,1
2023-03-06,-952.37,9
2023-03-07,-1272.64,12
2023-03-08,1022.97,14
2023-03-09,-576.17,12
2023-03-10,97.48,9
2023-03-11,586.89,4
2023-03-13,602.90,14
2023-03-14,-645.93,6
2023-03-15,-2057.43,10
2023-03-16,-1427.39,15
2023-03-17,-1241.87,7
2023-03-18,-198.53,1
2023-03-20,-2165.13,16
2023-03-21,-93.46,15
2023-03-22,1357.60,18
2023-03-23,280.44,8
2023-03-24,2159.74,9
2023-03-26,229.62,1
2023-03-27,-416.46,6
2023-03-28,-1877.29,15
2023-03-29,1939.69,10
2023-03-30,1862.01,17
2023-03-31,-5929.69,21
2023-04-03,2337.47,11
2023-04-04,-838.17,14
2023-04-05,374.12,10
2023-04-06,-1502.38,13
2023-04-07,1643.94,8
2023-04-10,-4448.90,19
2023-04-11,30.57,10
2023-04-12,-1275.13,6
2023-04-13,333.60,6
2023-04-14,146.95,12
2023-04-15,169.87,3
2023-04-16,586.82,2
2023-04-17,215.92,14
2023-04-18,-1320.21,16
2023-04-19,-2229.58,9
2023-04-20,-1382.95,5
2023-04-21,253.20,6
2023-04-22,-160.75,3
2023-04-23,619.21,4
2023-04-24,1735.84,19
2023-04-25,2520.11,14
2023-04-26,-1363.88,12
2023-04-27,348.11,4
2023-04-28,83.07,14
2023-05-01,-2214.29,15
2023-05-02,-565.44,12
2023-05-03,-566.80,14
2023-05-04,-383.06,13
2023-05-05,5120.36,8
2023-05-06,-290.02,1
2023-05-07,399.01,1
2023-05-08,-441.09,14
2023-05-09,2688.24,13
2023-05-10,-2396.64,6
2023-05-11,-1640.26,18
2023-05-12,1205.92,7
2023-05-15,-310.33,10
2023-05-16,-130.36,11
2023-05-17,-1152.18,18
2023-05-18,4307.91,19
2023-05-19,240.15,7
2023-05-21,342.91,1
2023-05-22,-1070.03,11
2023-05-23,-596.34,17
2023-05-24,304.63,8
2023-05-25,-2931.81,13
2023-05-26,254.30,11
2023-05-29,-427.97,9
2023-05-30,841.34,12
2023-05-31,-714.80,14
2023-06-01,-2677.93,16
2023-06-02,261.61,5
2023-06-05,257.31,11
2023-06-06,-1596.66,13
2023-06-07,815.11,13
2023-06-08,2043.74,13
2023-06-09,-866.98,14
2023-06-10,-18.53,1
2023-06-11,177.33,1
2023-06-12,-1990.43,16
2023-06-13,-35.77,8
2023-06-14,1390.39,17
2023-06-15,930.39,9
2023-06-16,643.48,4
2023-06-19,-85.96,11
2023-06-20,-1088.86,12
2023-06-21,-226.99,12
2023-06-22,959.15,16
2023-06-23,-898.85,16
2023-06-24,62.25,3
2023-06-26,-517.80,16
2023-06-27,1251.57,11
2023-06-28,3603.05,14
2023-06-29,-437.18,16
2023-06-30,-1856.18,13
2023-07-01,453.79,1
2023-07-03,-1787.20,13
2023-07-04,245.30,3
2023-07-05,587.62,6
2023-07-06,-757.90,8
2023-07-07,-808.05,12
2023-07-08,11.95,2
2023-07-10,-2347.39,16
2023-07-11,1948.30,13
2023-07-12,-1958.55,10
2023-07-13,1252.92,9
2023-07-14,852.15,6
2023-07-15,182.70,2
2023-07-17,-1855.61,9
2023-07-18,-921.97,10
2023-07-19,570.39,7
2023-07-20,-2773.31,8
2023-07-21,813.63,19
2023-07-22,148.14,2
2023-07-24,-4146.79,16
2023-07-25,692.17,7
2023-07-26,485.60,8
2023-07-27,-3500.34,16
2023-07-28,-2325.09,14
2023-07-30,343.92,1
2023-07-31,-36.36,9
2023-08-01,720.74,10
2023-08-02,-877.32,10
2023-08-03,-210.79,14
2023-08-04,-1259.26,11
2023-08-06,-97.87,1
2023-08-07,-424.22,7
2023-08-08,-1558.81,12
2023-08-09,-124.82,10
2023-08-10,3425.77,14
2023-08-11,-556.47,4
2023-08-13,273.17,1
2023-08-14,-1597.95,16
2023-08-15,-590.56,12
2023-08-16,-891.89,15
2023-08-17,532.48,6
2023-08-18,576.10,4
2023-08-21,1140.00,9
2023-08-22,-856.33,12
2023-08-23,1191.69,9
2023-08-24,2960.19,7
2023-08-25,-1586.31,12
2023-08-28,-1936.54,20
2023-08-29,-859.32,6
2023-08-30,-542.48,9
2023-08-31,153.30,7
2023-09-01,943.57,14
2023-09-03,876.05,2
2023-09-04,897.59,16
2023-09-05,-2348.28,16
2023-09-06,598.08,12
2023-09-07,2600.42,9
2023-09-08,1574.98,12
2023-09-10,1537.26,2
2023-09-11,57.95,8
2023-09-12,-390.80,9
2023-09-13,-659.73,3
2023-09-14,1838.31,13
2023-09-15,229.20,11
2023-09-17,-168.82,1
2023-09-18,-402.98,13
2023-09-19,2645.56,17
2023-09-20,-1454.21,12
2023-09-21,2205.69,11
2023-09-22,-214.17,15
2023-09-23,178.99,1
2023-09-24,1909.56,2
2023-09-25,-723.63,13
2023-09-26,1023.30,9
2023-09-27,-378.29,2
2023-09-28,-152.72,3
2023-09-29,-1871.79,16
2023-10-02,-497.37,6
2023-10-03,-778.93,8
2023-10-04,-540.40,10
2023-10-05,-478.72,22
2023-10-06,-6106.50,20
2023-10-07,180.61,2
2023-10-09,-431.60,10
2023-10-10,-3158.96,12
2023-10-11,-487.80,14
2023-10-12,3125.78,12
2023-10-13,-493.91,15
2023-10-15,133.91,1
2023-10-16,-1140.92,7
2023-10-17,-1153.25,12
2023-10-18,750.13,5
2023-10-19,-50.76,11
2023-10-20,-637.35,10
2023-10-22,450.23,3
2023-10-23,570.69,19
2023-10-24,444.19,6
2023-10-25,1359.93,23
2023-10-26,-1938.93,13
2023-10-27,481.42,8
2023-10-30,-197.06,9
2023-10-31,1451.34,18
2023-11-01,-777.59,14
2023-11-02,-100.26,12
2023-11-03,337.61,11
2023-11-04,77.81,1
2023-11-05,572.33,1
2023-11-06,977.02,11
2023-11-07,745.37,6
2023-11-08,-1572.03,9
2023-11-09,-515.94,4
2023-11-10,-627.36,16
2023-11-11,3.93,1
2023-11-12,-370.46,2
2023-11-13,-565.42,15
2023-11-14,776.74,14
2023-11-15,2793.00,16
2023-11-16,-2038.11,14
2023-11-17,-1061.02,18
2023-11-18,150.40,1
2023-11-20,3971.14,15
2023-11-21,1187.65,9
2023-11-22,-1788.31,14
2023-11-23,2080.40,8
2023-11-24,-51.97,13
2023-11-25,-141.74,1
2023-11-26,-1732.83,1
2023-11-27,995.56,11
2023-11-28,-950.68,13
2023-11-29,-285.77,16
2023-11-30,1457.57,18
2023-12-01,-3261.41,18
2023-12-02,124.86,1
2023-12-04,-814.15,17
2023-12-05,-1158.66,14
2023-12-06,-2369.26,14
2023-12-07,-501.92,16
2023-12-08,-1813.23,16
2023-12-09,27.54,1
2023-12-10,436.72,3
2023-12-11,658.22,11
2023-12-12,-554.75,19
2023-12-13,667.59,11
2023-12-14,482.12,11
2023-12-15,-817.23,12
2023-12-18,1233.38,13
2023-12-19,-428.48,12
2023-12-20,-187.58,13
2023-12-21,-1560.26,11
2023-12-22,2158.91,11
2023-12-25,0.00,1
2023-12-26,-302.34,16
2023-12-27,-395.46,14
2023-12-28,2386.08,17
2023-12-29,-678.64,16
2023-12-30,-578.93,4
2023-12-31,120.14,1
